table,mod,status,key,changed_fields,vanilla_row,mod_row
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_FOR_ROUNDS""]",value,"{""description"": ""(In-game) If faction has not gained any region for this many rounds, attack tasks for all settlements is generated."", ""key"": ""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_FOR_ROUNDS"", ""value"": 5}","{""description"": ""(In-game) If faction has not gained any region for this many rounds, attack tasks for all settlements is generated."", ""key"": ""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_FOR_ROUNDS"", ""value"": 4}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_MAX_PRIORITY_IN_ROUNDS""]",value,"{""description"": ""(In-game) The priority of the attack if havent expanded task goes to maximum if we havent captured territory for CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_FOR_ROUNDS+CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_MAX_PRIORITY_IN_ROUNDS"", ""key"": ""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_MAX_PRIORITY_IN_ROUNDS"", ""value"": 20}","{""description"": ""(In-game) The priority of the attack if havent expanded task goes to maximum if we havent captured territory for CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_FOR_ROUNDS+CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_MAX_PRIORITY_IN_ROUNDS"", ""key"": ""CAI_VARIABLE_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_FACTION_HASNT_EXPANDED_MAX_PRIORITY_IN_ROUNDS"", ""value"": 8}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_BEGIN_AND_BEFORE_MULTIPLIER""]",,"{""description"": ""(In-game) In generating tasks versus human horde armies the starting priority used."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_BEGIN_AND_BEFORE_MULTIPLIER"", ""value"": 0}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_BEGIN_ROUND""]",value,"{""description"": ""(In-game) In generating tasks versus human horde armies the round at which to start applying a priority variation."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_BEGIN_ROUND"", ""value"": 1}","{""description"": ""(In-game) In generating tasks versus human horde armies the round at which to start applying a priority variation."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_BEGIN_ROUND"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE""]",,"{""description"": ""(In-game) Multiplier applied to attack human horde armies tasks based on distance to nearest asset, lower distance bound."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE"", ""value"": 1}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE_AND_NEARER_MULTIPLIER""]",,"{""description"": ""(In-game) Multiplier applied to attack human horde armies tasks based on distance to nearest asset, lower distance priority multiplier."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE_AND_NEARER_MULTIPLIER"", ""value"": 1.25}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_AND_AFTER_MULTIPLIER""]",value,"{""description"": ""(In-game) In generating tasks versus human horde armies the ending priority used."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_AND_AFTER_MULTIPLIER"", ""value"": 1.75}","{""description"": ""(In-game) In generating tasks versus human horde armies the ending priority used."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_AND_AFTER_MULTIPLIER"", ""value"": 1}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_ROUND""]",value,"{""description"": ""(In-game) In generating tasks versus human horde armies the round at which to end applying a priority variation."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_ROUND"", ""value"": 100}","{""description"": ""(In-game) In generating tasks versus human horde armies the round at which to end applying a priority variation."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_END_ROUND"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE""]",,"{""description"": ""(In-game) Multiplier applied to attack human horde armies tasks based on distance to nearest asset, upper distance bound."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE"", ""value"": 4}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE_AND_FURTHER_MULTIPLIER""]",,"{""description"": ""(In-game) Multiplier applied to attack human horde armies tasks based on distance to nearest asset, upper distance priority multiplier."", ""key"": ""CAI_VARIABLE_ATTACK_HUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE_AND_FURTHER_MULTIPLIER"", ""value"": 0}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE""]",,"{""description"": ""(In-game) Multiplier applied to attack non-human horde armies tasks based on distance to nearest asset, lower distance bound."", ""key"": ""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE"", ""value"": 1}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE_AND_NEARER_MULTIPLIER""]",,"{""description"": ""(In-game) Multiplier applied to attack non- human horde armies tasks based on distance to nearest asset, lower distance priority multiplier."", ""key"": ""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_CLOSEST_ROUNDS_DISTANCE_AND_NEARER_MULTIPLIER"", ""value"": 1.25}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE""]",,"{""description"": ""(In-game) Multiplier applied to attack non-human horde armies tasks based on distance to nearest asset, upper distance bound."", ""key"": ""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE"", ""value"": 4}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE_AND_FURTHER_MULTIPLIER""]",,"{""description"": ""(In-game) Multiplier applied to attack non-human horde armies tasks based on distance to nearest asset, upper distance priority multiplier."", ""key"": ""CAI_VARIABLE_ATTACK_NONHUMAN_HORDE_CONTROL_FURTHEST_ROUNDS_DISTANCE_AND_FURTHER_MULTIPLIER"", ""value"": 0}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_BLACK_ARK_SUPPORT_STRENGTH""]",,"{""description"": ""(In-game) Strenght bonus from black ark support"", ""key"": ""CAI_VARIABLE_BLACK_ARK_SUPPORT_STRENGTH"", ""value"": 1000000}",null
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_DO_NOT_ENABLE""]",,"{""description"": ""(In-game) Set it to 1 if you dare. DO NOT SET IT ANY HIGHER!!!"", ""key"": ""CAI_VARIABLE_DO_NOT_ENABLE"", ""value"": 0}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_LEVEL""]",value,"{""description"": ""(In-game) CAI Budgeting bias, easy difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_LEVEL"", ""value"": 4}","{""description"": ""(In-game) CAI Budgeting bias, easy difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_LEVEL"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_TURNS""]",value,"{""description"": ""(In-game) CAI Budgeting bias,easy difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_TURNS"", ""value"": 12}","{""description"": ""(In-game) CAI Budgeting bias,easy difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_EASY_TURNS"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_LEVEL""]",value,"{""description"": ""(In-game) CAI Budgeting bias, hard difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_LEVEL"", ""value"": 2}","{""description"": ""(In-game) CAI Budgeting bias, hard difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_LEVEL"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_TURNS""]",value,"{""description"": ""(In-game) CAI Budgeting bias, hard difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_TURNS"", ""value"": 3}","{""description"": ""(In-game) CAI Budgeting bias, hard difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_HARD_TURNS"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_LEGENDARY_LEVEL""]",value,"{""description"": ""(In-game) CAI Budgeting bias, legendary difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_LEGENDARY_LEVEL"", ""value"": 1}","{""description"": ""(In-game) CAI Budgeting bias, legendary difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_LEGENDARY_LEVEL"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_LEGENDARY_TURNS""]",,"{""description"": ""(In-game) CAI Budgeting bias, legendary difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_LEGENDARY_TURNS"", ""value"": 0}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_LEVEL""]",value,"{""description"": ""(In-game) CAI Budgeting bias, normal difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_LEVEL"", ""value"": 2}","{""description"": ""(In-game) CAI Budgeting bias, normal difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_LEVEL"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_TURNS""]",value,"{""description"": ""(In-game) CAI Budgeting bias, normal difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_TURNS"", ""value"": 6}","{""description"": ""(In-game) CAI Budgeting bias, normal difficulty, rounds to apply for."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_NORMAL_TURNS"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FINANCE_CONST_BIAS_VERY_HARD_LEVEL""]",value,"{""description"": ""(In-game) CAI Budgeting bias, very hard difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_VERY_HARD_LEVEL"", ""value"": 1}","{""description"": ""(In-game) CAI Budgeting bias, very hard difficulty, levels to apply at."", ""key"": ""CAI_VARIABLE_FINANCE_CONST_BIAS_VERY_HARD_LEVEL"", ""value"": 0}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_BONUS""]",,"{""description"": ""(In-game) AI strength bonus for fortified settlements."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_BONUS"", ""value"": 300000}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER""]",value,"{""description"": ""(In-game) AI strength multiplier for fortified settlements, modified by Siege engines."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER"", ""value"": 1.29999995}","{""description"": ""(In-game) AI strength multiplier for fortified settlements, modified by Siege engines."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER"", ""value"": 4}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_PRE_ASSAULT""]",,"{""description"": ""(In-game) AI strength multiplier for fortified settlements, pre-assault."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_PRE_ASSAULT"", ""value"": 1.20000005}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_SIEGE_ENGINE_DECREASE""]",value,"{""description"": ""(In-game) Reduction of fortification bonus for each siege engine present."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_SIEGE_ENGINE_DECREASE"", ""value"": 0.1}","{""description"": ""(In-game) Reduction of fortification bonus for each siege engine present."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_SIEGE_ENGINE_DECREASE"", ""value"": 2}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_THREAT""]",description,"{""description"": ""(In-game) AI strength multiplier for fortified settlements used for threat detection."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_THREAT"", ""value"": 1}","{""description"": ""(In-game) AI strength multiplier for fortified settlements  used for threat detection."", ""key"": ""CAI_VARIABLE_FORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER_THREAT"", ""value"": 1}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_GLOBAL_ENEMY_THREAT_MODIFIER""]",,"{""description"": ""(In-game) Modifier for enemy strength in threat calculations. Cannot be 0."", ""key"": ""CAI_VARIABLE_GLOBAL_ENEMY_THREAT_MODIFIER"", ""value"": 1}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_MAX_GOAL_EVALUATIONS_PER_ROUND""]",value,"{""description"": ""(In-game) Maximum number of goals evaluated by all factions per round."", ""key"": ""CAI_VARIABLE_MAX_GOAL_EVALUATIONS_PER_ROUND"", ""value"": 3000}","{""description"": ""(In-game) Maximum number of goals evaluated by all factions per round."", ""key"": ""CAI_VARIABLE_MAX_GOAL_EVALUATIONS_PER_ROUND"", ""value"": 10000}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MAX""]",value,"{""description"": ""(In-game) Upper bound for player AP deadzone adjustment for threat detection purposes."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MAX"", ""value"": 1.04999995}","{""description"": ""(In-game) Upper bound for player AP deadzone adjustment for threat detection purposes."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MAX"", ""value"": 1.20000005}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MIN""]",value,"{""description"": ""(In-game) Lower bound for player AP deadzone adjustment for threat detection purposes. The AI will not consider the players movement range to be within the range of this and ...DEADZONE_MAX"", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MIN"", ""value"": 0.95000005}","{""description"": ""(In-game) Lower bound for player AP deadzone adjustment for threat detection purposes. The AI will not consider the players movement range to be within the range of this and ...DEADZONE_MAX"", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_DEADZONE_MIN"", ""value"": 0.94999999}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MAX""]",value,"{""description"": ""(In-game) Upper bound for player AP adjustment for threat detection purposes."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MAX"", ""value"": 1.10000002}","{""description"": ""(In-game) Upper bound for player AP adjustment for threat detection purposes."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MAX"", ""value"": 1.04999995}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MIN""]",value,"{""description"": ""(In-game) Lower bound for player AP adjustment for threat detection purposes. The AI will scale the players movement range by a random value between this and ...ADJUSTMENT_MAX when calculating its movement."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MIN"", ""value"": 0.90000004}","{""description"": ""(In-game) Lower bound for player AP adjustment for threat detection purposes. The AI will scale the players movement range by a random value between this and ...ADJUSTMENT_MAX when calculating its movement."", ""key"": ""CAI_VARIABLE_PLAYER_AP_ADJUSTMENT_MIN"", ""value"": 1}"
cai_variables_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""CAI_VARIABLE_SETTLEMENT_STRENGTH_MODIFIER_ASSAULT""]",,"{""description"": ""(In-game) Personality-based modifier for assaulting settlements."", ""key"": ""CAI_VARIABLE_SETTLEMENT_STRENGTH_MODIFIER_ASSAULT"", ""value"": 1}",null
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_SETTLEMENT_STRENGTH_MODIFIER_DEFEND""]",value,"{""description"": ""(In-game) Personality-based modifier for defending settlements."", ""key"": ""CAI_VARIABLE_SETTLEMENT_STRENGTH_MODIFIER_DEFEND"", ""value"": 1}","{""description"": ""(In-game) Personality-based modifier for defending settlements."", ""key"": ""CAI_VARIABLE_SETTLEMENT_STRENGTH_MODIFIER_DEFEND"", ""value"": 0.75}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_BONUS""]",description,"{""description"": ""(In-game) AI strength bonus for unfortified settlements (Includes both ones which will load minor settlement battle maps, and ones which will load land battle maps)"", ""key"": ""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_BONUS"", ""value"": 100000}","{""description"": ""(In-game) AI strength bonus for unfortified settlements."", ""key"": ""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_BONUS"", ""value"": 100000}"
cai_variables_tables,deepwar,OVERRIDE_CHANGED,"[""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER""]","description,value","{""description"": ""(In-game) AI strength multiplier for unfortified settlements (Includes both ones which will load minor settlement battle maps, and ones which will load land battle maps)."", ""key"": ""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER"", ""value"": 1.20000005}","{""description"": ""(In-game) AI strength multiplier for unfortified settlements."", ""key"": ""CAI_VARIABLE_UNFORTIFIED_SETTLEMENT_FORTIFICATION_MULTIPLIER"", ""value"": 1.10000002}"
